date_year,samplesizeunit,class,scientificname,institutioncode,shoredistance,flags,maximumdepthinmeters,date_start,minimumdepthinmeters,subclass,basisofrecord,sss,sex,sst,family,kingdom,occurrenceid,bathymetry,date_end,species,genus,waterbody,vernacularname,id_node,name,lon,lat,city,country
1912,desconocido,Hydrozoa,Neoturris pileata,Observatoire Océanologique de Villefranche sur Mer,356,sin observaciones,0.0,1912-04-01,0.0,Hydroidolina,HumanObservation,38.11,,18.48,Pandeidae,Animalia,OBSVLFR_HistoricalPointB_Surf-18530,56.0,1912-04-30,Neoturris pileata,Neoturris,,Pileata jellyfish,1ad35eb9-c615-4733-864a-b585aebcfb70,MedOBIS,25.275605,35.3251232,Gouves Municipal Unit,Greece
2010,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2010-08-03,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,349278,51.0,2010-08-03,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
1899,desconocido,Hydrozoa,Neoturris pileata,Observatoire Océanologique de Villefranche sur Mer,356,sin observaciones,0.0,1899-02-01,0.0,Hydroidolina,HumanObservation,38.11,,18.48,Pandeidae,Animalia,OBSVLFR_HistoricalPointB_Surf-18374,56.0,1899-02-28,Neoturris pileata,Neoturris,,Pileata jellyfish,1ad35eb9-c615-4733-864a-b585aebcfb70,MedOBIS,25.275605,35.3251232,Gouves Municipal Unit,Greece
2007,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2007-06-19,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,200853,51.0,2007-06-19,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2006,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2006-06-21,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,121693,51.0,2006-06-21,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2007,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2007-02-27,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,175126,51.0,2007-02-27,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
1910,desconocido,Hydrozoa,Neoturris pileata,Observatoire Océanologique de Villefranche sur Mer,356,sin observaciones,0.0,1910-04-01,0.0,Hydroidolina,HumanObservation,38.11,,18.48,Pandeidae,Animalia,OBSVLFR_HistoricalPointB_Surf-18506,56.0,1910-04-30,Neoturris pileata,Neoturris,,Pileata jellyfish,1ad35eb9-c615-4733-864a-b585aebcfb70,MedOBIS,25.275605,35.3251232,Gouves Municipal Unit,Greece
2015,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2015-09-30,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,758931,51.0,2015-09-30,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2019,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2019-02-27,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,972663,51.0,2019-02-27,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2013,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2013-03-15,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,545199,51.0,2013-03-15,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2009,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2009-10-20,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,323551,51.0,2009-10-20,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2015,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2015-10-28,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,768826,51.0,2015-10-28,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2014,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2014-06-04,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,656023,51.0,2014-06-04,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2004,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2004-02-17,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,1049844,51.0,2004-02-17,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2012,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2012-05-30,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,471976,51.0,2012-05-30,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2015,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2015-09-02,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,751015,51.0,2015-09-02,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2002,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2002-07-22,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,652065,51.0,2002-07-22,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2018,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2018-03-28,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,915272,51.0,2018-03-28,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2011,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2011-06-01,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,412606,51.0,2011-06-01,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2002,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2002-04-02,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,454165,51.0,2002-04-02,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2004,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2004-11-29,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,44512,51.0,2004-11-29,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2006,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2006-10-09,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,149399,51.0,2006-10-09,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2013,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2013-04-04,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,553115,51.0,2013-04-04,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2016,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2016-05-11,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,798511,51.0,2016-05-11,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2010,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2010-10-13,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,365110,51.0,2010-10-13,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
1930,desconocido,Hydrozoa,Neoturris pileata,RBINS-Scientific Heritage,6970,['NO_DEPTH'],,1930-01-01,,Hydroidolina,PreservedSpecimen,37.91,unknown,19.96,Pandeidae,Animalia,http://collections.naturalsciences.be/specimen/425653,1062.6,1930-12-31,Neoturris pileata,Neoturris,,Pileata jellyfish,4bf79a01-65a9-4db6-b37b-18434f26ddfc,EurOBIS,2.9294803,51.2332828,Ostend,Belgium
2014,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2014-01-16,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,622380,51.0,2014-01-16,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2003,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2003-02-04,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,976621,51.0,2003-02-04,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
1899,desconocido,Hydrozoa,Neoturris pileata,Observatoire Océanologique de Villefranche sur Mer,356,sin observaciones,0.0,1899-10-01,0.0,Hydroidolina,HumanObservation,38.11,,18.48,Pandeidae,Animalia,OBSVLFR_HistoricalPointB_Surf-18382,56.0,1899-10-31,Neoturris pileata,Neoturris,,Pileata jellyfish,1ad35eb9-c615-4733-864a-b585aebcfb70,MedOBIS,25.275605,35.3251232,Gouves Municipal Unit,Greece
2009,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2009-02-13,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,281992,51.0,2009-02-13,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2003,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2003-09-12,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,1022138,51.0,2003-09-12,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2012,DNA reads,Hydrozoa,Neoturris pileata,sin datos,6836,sin observaciones,10.0,2012-03-07,10.0,Hydroidolina,MaterialSample,34.79,,12.86,Pandeidae,Animalia,448228,51.0,2012-03-07,Neoturris pileata,Neoturris,,Pileata jellyfish,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2020,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,13864,['NO_DEPTH'],,2020-07-07,,Theria,HumanObservation,34.89,,7.49,Balaenopteridae,Animalia,460193,25.4,2020-07-07,Megaptera novaeangliae,Megaptera,North Atlantic Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2008,desconocido,Mammalia,Megaptera novaeangliae,sin datos,157497,['NO_DEPTH'],,2008-12-11,,Theria,MachineObservation,34.35,U,8.39,Balaenopteridae,Animalia,88723_Eden2009:deployment:0783533,544.0,2008-12-11,Megaptera novaeangliae,Megaptera,,Humpback whale,dc6c6ea2-83f5-4b18-985a-9efff6320d69,Antarctic OBIS,4.365477,50.82524,Brussels,Belgium
2022,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,6575,['NO_DEPTH'],,2022-09-25,,Theria,HumanObservation,32.87,,12.84,Balaenopteridae,Animalia,321696,74.0,2022-09-25,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2004,desconocido,Mammalia,Megaptera novaeangliae,sin datos,16720,['NO_DEPTH'],,2004-03-05,,Theria,MachineObservation,32.32,U,-1.37,Balaenopteridae,Animalia,20689:deployment:0779096,807.0,2004-03-05,Megaptera novaeangliae,Megaptera,,Humpback whale,dc6c6ea2-83f5-4b18-985a-9efff6320d69,Antarctic OBIS,4.365477,50.82524,Brussels,Belgium
1979,desconocido,Mammalia,Megaptera novaeangliae,University of Rhode Island,29021,['NO_DEPTH'],,1979-04-25,,Theria,HumanObservation,31.74,,11.59,Balaenopteridae,Animalia,284_17187,83.0,1979-04-25,Megaptera novaeangliae,Megaptera,North Atlantic Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2015,desconocido,Mammalia,Megaptera novaeangliae,sin datos,998609,['NO_DEPTH'],,2015-11-23,,Theria,MachineObservation,34.19,F,6.89,Balaenopteridae,Animalia,13440_131188:deployment:0775457,5321.0,2015-11-23,Megaptera novaeangliae,Megaptera,,Humpback whale,dc6c6ea2-83f5-4b18-985a-9efff6320d69,Antarctic OBIS,4.365477,50.82524,Brussels,Belgium
2023,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,8789,['NO_DEPTH'],,2023-07-19,,Theria,HumanObservation,35.14,,26.02,Balaenopteridae,Animalia,380049,333.0,2023-07-19,Megaptera novaeangliae,Megaptera,Indian Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2024,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,756,['NO_DEPTH'],,2024-12-13,,Theria,HumanObservation,33.91,,24.82,Balaenopteridae,Animalia,521331,62.0,2024-12-13,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
1993,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,6729,['NO_DEPTH'],,1993-09-24,,Theria,HumanObservation,32.41,,12.39,Balaenopteridae,Animalia,251327,122.0,1993-09-24,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2024,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,1039,['NO_DEPTH'],,2024-01-07,,Theria,HumanObservation,,,,Balaenopteridae,Animalia,427549,17.0,2024-01-07,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2016,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,18461,['NO_DEPTH'],,2016-04-29,,Theria,HumanObservation,32.87,,12.78,Balaenopteridae,Animalia,8536,650.0,2016-04-29,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
,desconocido,Mammalia,Megaptera novaeangliae,AADC,11474,sin observaciones,0.0,,0.0,Theria,HumanObservation,35.47,,24.61,Balaenopteridae,Animalia,,33.36,,Megaptera novaeangliae,Megaptera,Southern Ocean,Humpback whale,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2017,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,10273,['NO_DEPTH'],,2017-09-26,,Theria,HumanObservation,25.75,,9.47,Balaenopteridae,Animalia,31125,184.0,2017-09-26,Megaptera novaeangliae,Megaptera,The Coastal Waters of Southeast Alaska and British Columbia,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
1990,desconocido,Mammalia,Megaptera novaeangliae,"College of the Atlantic, Allied Whale",32724,['NO_DEPTH'],,1990-08-05,,Theria,HumanObservation,31.66,,11.43,Balaenopteridae,Animalia,73_781,55.0,1990-08-05,Megaptera novaeangliae,Megaptera,,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2009,desconocido,Mammalia,Megaptera novaeangliae,WAMSI,7181,sin observaciones,0.0,2009-10-24,0.0,Theria,HumanObservation,34.69,,27.93,Balaenopteridae,Animalia,Pender-1477,19.0,2009-10-24,Megaptera novaeangliae,Megaptera,,Humpback whale,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2022,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,10035,['NO_DEPTH'],,2022-04-08,,Theria,HumanObservation,32.86,,12.78,Balaenopteridae,Animalia,290167,335.0,2022-04-08,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2016,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,5007,['NO_DEPTH'],,2016-04-12,,Theria,HumanObservation,32.93,Female,12.85,Balaenopteridae,Animalia,267505,98.0,2016-04-12,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2009,desconocido,Mammalia,Megaptera novaeangliae,WAMSI,7181,sin observaciones,0.0,2009-08-04,0.0,Theria,HumanObservation,34.69,,27.93,Balaenopteridae,Animalia,Pender-0040,19.0,2009-08-04,Megaptera novaeangliae,Megaptera,,Humpback whale,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2022,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,10321,['NO_DEPTH'],,2022-10-12,,Theria,HumanObservation,35.5,,23.47,Balaenopteridae,Animalia,338714,19.5,2022-10-12,Megaptera novaeangliae,Megaptera,Coral Sea,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2020,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,19881,['NO_DEPTH'],,2020-09-05,,Theria,HumanObservation,36.97,,25.9,Balaenopteridae,Animalia,355128,17.0,2020-09-05,Megaptera novaeangliae,Megaptera,South Atlantic Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2024,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,6241,['NO_DEPTH'],,2024-01-15,,Theria,HumanObservation,34.97,Male,25.42,Balaenopteridae,Animalia,457455,91.0,2024-01-15,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2024,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,1039,['NO_DEPTH'],,2024-01-07,,Theria,HumanObservation,,,,Balaenopteridae,Animalia,427550,17.0,2024-01-07,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2024,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,5740,['NO_DEPTH'],,2024-10-12,,Theria,HumanObservation,33.45,,17.32,Balaenopteridae,Animalia,500176,510.0,2024-10-12,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2022,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,5176,['NO_DEPTH'],,2022-01-17,,Theria,HumanObservation,35.01,,25.31,Balaenopteridae,Animalia,271018,73.0,2022-01-17,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2015,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,10941,['NO_DEPTH'],,2015-10-22,,Theria,HumanObservation,25.03,,9.33,Balaenopteridae,Animalia,3169,121.0,2015-10-22,Megaptera novaeangliae,Megaptera,The Coastal Waters of Southeast Alaska and British Columbia,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2014,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,2809,['NO_DEPTH'],,2014-11-12,,Theria,HumanObservation,33.42,,17.54,Balaenopteridae,Animalia,33908,45.0,2014-11-12,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2024,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,5072,['NO_DEPTH'],,2024-05-07,,Theria,HumanObservation,32.86,,12.78,Balaenopteridae,Animalia,453802,260.0,2024-05-07,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2023,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,4626,['NO_DEPTH'],,2023-07-18,,Theria,HumanObservation,35.42,,23.35,Balaenopteridae,Animalia,372206,34.0,2023-07-18,Megaptera novaeangliae,Megaptera,Coral Sea,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
1960,desconocido,Mammalia,Megaptera novaeangliae,sin datos,10937,sin observaciones,0.0,1960-08-16,0.0,Theria,HumanObservation,35.17,Female,23.53,Balaenopteridae,Animalia,137079,73.0,1960-08-16,Megaptera novaeangliae,Megaptera,,Humpback whale,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2022,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,308,['NO_DEPTH'],,2022-07-14,,Theria,HumanObservation,31.47,,7.65,Balaenopteridae,Animalia,309117,42.0,2022-07-14,Megaptera novaeangliae,Megaptera,Gulf of Alaska,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2024,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,2251,['NO_DEPTH'],,2024-03-03,,Theria,HumanObservation,33.96,,25.06,Balaenopteridae,Animalia,443993,95.0,2024-03-03,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2024,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,1548,['NO_DEPTH'],,2024-02-17,,Theria,HumanObservation,,,,Balaenopteridae,Animalia,440598,22.0,2024-02-17,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2025,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,1099,['NO_DEPTH'],,2025-01-01,,Theria,HumanObservation,33.91,,-0.55,Balaenopteridae,Animalia,518889,93.0,2025-01-01,Megaptera novaeangliae,Megaptera,Southern Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2006,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,593,['NO_DEPTH'],,2006-04-08,,Theria,HumanObservation,34.32,Female,26.15,Balaenopteridae,Animalia,232142,1.0,2006-04-08,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2020,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,5315,['NO_DEPTH'],,2020-09-07,,Theria,HumanObservation,34.78,,25.35,Balaenopteridae,Animalia,377154,17.0,2020-09-07,Megaptera novaeangliae,Megaptera,Indian Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
2020,desconocido,Mammalia,Megaptera novaeangliae,sin datos,15789,sin observaciones,20.0,2020-10-15,20.0,Theria,MachineObservation,32.87,,12.78,Balaenopteridae,Animalia,siteMB01_station06_humpback_whale_2020-10-15,203.0,2020-10-15,Megaptera novaeangliae,Megaptera,,Humpback whale,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2023,desconocido,Mammalia,Megaptera novaeangliae,Happywhale.com,1279,['NO_DEPTH'],,2023-09-01,,Theria,HumanObservation,32.85,,12.77,Balaenopteridae,Animalia,385571,88.0,2023-09-01,Megaptera novaeangliae,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
