,date_year,sampleSizeUnit,class,scientificName,depth,institutionCode,shoredistance,flags,maximumDepthInMeters,absence,date_start,minimumDepthInMeters,subclass,basisOfRecord,sss,sex,organismQuantity,sst,family,kingdom,occurrenceID,bathymetry,date_end,organismQuantityType,species,sampleSizeValue,genus,waterBody,vernacularName,id_node,name,lon,lat
71,2007.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1182211200000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,200853,51.0,1182211200000.0,DNA sequence reads,Neoturris pileata,5818,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
72,2006.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1150848000000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,121693,51.0,1150848000000.0,DNA sequence reads,Neoturris pileata,36024,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
73,2007.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1172534400000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,175126,51.0,1172534400000.0,DNA sequence reads,Neoturris pileata,31551,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
74,1910.0,,Hydrozoa,Neoturris pileata,0.0,Observatoire Océanologique de Villefranche sur Mer,356,[],0.0,False,-1885680000000.0,0.0,Hydroidolina,HumanObservation,38.11,,,18.48,Pandeidae,Animalia,OBSVLFR_HistoricalPointB_Surf-18506,56.0,-1883174400000.0,,Neoturris pileata,,Neoturris,,,1ad35eb9-c615-4733-864a-b585aebcfb70,MedOBIS,25.275605,35.3251232
75,2015.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1443571200000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,758931,51.0,1443571200000.0,DNA sequence reads,Neoturris pileata,50058,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
76,2019.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1551225600000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,972663,51.0,1551225600000.0,DNA sequence reads,Neoturris pileata,1802,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
77,2013.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1363305600000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,545199,51.0,1363305600000.0,DNA sequence reads,Neoturris pileata,39112,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
78,2009.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1255996800000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,323551,51.0,1255996800000.0,DNA sequence reads,Neoturris pileata,51066,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
79,2015.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1445990400000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,768826,51.0,1445990400000.0,DNA sequence reads,Neoturris pileata,608499,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
80,2014.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1401840000000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,656023,51.0,1401840000000.0,DNA sequence reads,Neoturris pileata,19822,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
81,2004.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1076976000000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,1049844,51.0,1076976000000.0,DNA sequence reads,Neoturris pileata,22744,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
82,2012.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1338336000000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,471976,51.0,1338336000000.0,DNA sequence reads,Neoturris pileata,14581,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
83,2015.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1441152000000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,751015,51.0,1441152000000.0,DNA sequence reads,Neoturris pileata,64984,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
84,2002.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1027296000000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,652065,51.0,1027296000000.0,DNA sequence reads,Neoturris pileata,33350,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
85,2018.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1522195200000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,915272,51.0,1522195200000.0,DNA sequence reads,Neoturris pileata,42169,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
86,2011.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1306886400000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,412606,51.0,1306886400000.0,DNA sequence reads,Neoturris pileata,63874,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
87,2002.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1017705600000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,454165,51.0,1017705600000.0,DNA sequence reads,Neoturris pileata,69064,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
88,2004.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1101686400000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,44512,51.0,1101686400000.0,DNA sequence reads,Neoturris pileata,26201,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
89,2006.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1160352000000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,149399,51.0,1160352000000.0,DNA sequence reads,Neoturris pileata,57711,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
90,2013.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1365033600000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,553115,51.0,1365033600000.0,DNA sequence reads,Neoturris pileata,37994,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
91,2016.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1462924800000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,798511,51.0,1462924800000.0,DNA sequence reads,Neoturris pileata,950,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
92,2010.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1286928000000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,365110,51.0,1286928000000.0,DNA sequence reads,Neoturris pileata,20224,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
93,1930.0,,Hydrozoa,Neoturris pileata,,RBINS-Scientific Heritage,6970,['NO_DEPTH'],,False,-1262304000000.0,,Hydroidolina,PreservedSpecimen,37.91,unknown,,19.96,Pandeidae,Animalia,http://collections.naturalsciences.be/specimen/425653,1062.6,-1230854400000.0,,Neoturris pileata,,Neoturris,,,4bf79a01-65a9-4db6-b37b-18434f26ddfc,EurOBIS,2.9294803,51.2332828
94,2014.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1389830400000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,622380,51.0,1389830400000.0,DNA sequence reads,Neoturris pileata,26822,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
95,2003.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1044316800000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,976621,51.0,1044316800000.0,DNA sequence reads,Neoturris pileata,18674,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
96,1899.0,,Hydrozoa,Neoturris pileata,0.0,Observatoire Océanologique de Villefranche sur Mer,356,[],0.0,False,-2216937600000.0,0.0,Hydroidolina,HumanObservation,38.11,,,18.48,Pandeidae,Animalia,OBSVLFR_HistoricalPointB_Surf-18382,56.0,-2214345600000.0,,Neoturris pileata,,Neoturris,,,1ad35eb9-c615-4733-864a-b585aebcfb70,MedOBIS,25.275605,35.3251232
97,2009.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1234483200000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,281992,51.0,1234483200000.0,DNA sequence reads,Neoturris pileata,112964,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
98,2003.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1063324800000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,1022138,51.0,1063324800000.0,DNA sequence reads,Neoturris pileata,69353,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
99,2012.0,DNA reads,Hydrozoa,Neoturris pileata,10.0,,6836,[],10.0,False,1331078400000.0,10.0,Hydroidolina,MaterialSample,34.79,,0,12.86,Pandeidae,Animalia,448228,51.0,1331078400000.0,DNA sequence reads,Neoturris pileata,83682,Neoturris,,,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993
100,2020.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,13864,['NO_DEPTH'],,False,1594080000000.0,,Theria,HumanObservation,34.89,,,7.49,Balaenopteridae,Animalia,460193,25.4,1594080000000.0,,Megaptera novaeangliae,,Megaptera,North Atlantic Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
101,2008.0,,Mammalia,Megaptera novaeangliae,,,157497,['NO_DEPTH'],,False,1228953600000.0,,Theria,MachineObservation,34.35,U,,8.39,Balaenopteridae,Animalia,88723_Eden2009:deployment:0783533,544.0,1228953600000.0,,Megaptera novaeangliae,,Megaptera,,Humpback whale,dc6c6ea2-83f5-4b18-985a-9efff6320d69,Antarctic OBIS,4.365477,50.82524
102,2022.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,6575,['NO_DEPTH'],,False,1664064000000.0,,Theria,HumanObservation,32.87,,,12.84,Balaenopteridae,Animalia,321696,74.0,1664064000000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
103,2004.0,,Mammalia,Megaptera novaeangliae,,,16720,['NO_DEPTH'],,False,1078444800000.0,,Theria,MachineObservation,32.32,U,,-1.37,Balaenopteridae,Animalia,20689:deployment:0779096,807.0,1078444800000.0,,Megaptera novaeangliae,,Megaptera,,Humpback whale,dc6c6ea2-83f5-4b18-985a-9efff6320d69,Antarctic OBIS,4.365477,50.82524
104,1979.0,,Mammalia,Megaptera novaeangliae,,University of Rhode Island,29021,['NO_DEPTH'],,False,293846400000.0,,Theria,HumanObservation,31.74,,,11.59,Balaenopteridae,Animalia,284_17187,83.0,293846400000.0,,Megaptera novaeangliae,,Megaptera,North Atlantic Ocean,Humpback Whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
105,2015.0,,Mammalia,Megaptera novaeangliae,,,998609,['NO_DEPTH'],,False,1448236800000.0,,Theria,MachineObservation,34.19,F,,6.89,Balaenopteridae,Animalia,13440_131188:deployment:0775457,5321.0,1448236800000.0,,Megaptera novaeangliae,,Megaptera,,Humpback whale,dc6c6ea2-83f5-4b18-985a-9efff6320d69,Antarctic OBIS,4.365477,50.82524
106,2023.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,8789,['NO_DEPTH'],,False,1689724800000.0,,Theria,HumanObservation,35.14,,,26.02,Balaenopteridae,Animalia,380049,333.0,1689724800000.0,,Megaptera novaeangliae,,Megaptera,Indian Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
107,2024.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,756,['NO_DEPTH'],,False,1734048000000.0,,Theria,HumanObservation,33.91,,,24.82,Balaenopteridae,Animalia,521331,62.0,1734048000000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
108,1993.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,6729,['NO_DEPTH'],,False,748828800000.0,,Theria,HumanObservation,32.41,,,12.39,Balaenopteridae,Animalia,251327,122.0,748828800000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
109,2024.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,1039,['NO_DEPTH'],,False,1704585600000.0,,Theria,HumanObservation,,,,,Balaenopteridae,Animalia,427549,17.0,1704585600000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
110,2016.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,18461,['NO_DEPTH'],,False,1461888000000.0,,Theria,HumanObservation,32.87,,,12.78,Balaenopteridae,Animalia,8536,650.0,1461888000000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
111,,,Mammalia,Megaptera novaeangliae,0.0,AADC,11474,[],0.0,False,,0.0,Theria,HumanObservation,35.47,,,24.61,Balaenopteridae,Animalia,,33.36,,,Megaptera novaeangliae,,Megaptera,Southern Ocean,,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775
112,2017.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,10273,['NO_DEPTH'],,False,1506384000000.0,,Theria,HumanObservation,25.75,,,9.47,Balaenopteridae,Animalia,31125,184.0,1506384000000.0,,Megaptera novaeangliae,,Megaptera,The Coastal Waters of Southeast Alaska and British Columbia,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
113,1990.0,,Mammalia,Megaptera novaeangliae,,"College of the Atlantic, Allied Whale",32724,['NO_DEPTH'],,False,649814400000.0,,Theria,HumanObservation,31.66,,,11.43,Balaenopteridae,Animalia,73_781,55.0,649814400000.0,,Megaptera novaeangliae,,Megaptera,,Humpback Whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
114,2009.0,,Mammalia,Megaptera novaeangliae,0.0,WAMSI,7181,[],0.0,False,1256342400000.0,0.0,Theria,HumanObservation,34.69,,3,27.93,Balaenopteridae,Animalia,Pender-1477,19.0,1256342400000.0,individuals,Megaptera novaeangliae,,Megaptera,,Humpback whale,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775
115,2022.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,10035,['NO_DEPTH'],,False,1649376000000.0,,Theria,HumanObservation,32.86,,,12.78,Balaenopteridae,Animalia,290167,335.0,1649376000000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
116,2016.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,5007,['NO_DEPTH'],,False,1460419200000.0,,Theria,HumanObservation,32.93,Female,,12.85,Balaenopteridae,Animalia,267505,98.0,1460419200000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
117,2009.0,,Mammalia,Megaptera novaeangliae,0.0,WAMSI,7181,[],0.0,False,1249344000000.0,0.0,Theria,HumanObservation,34.69,,57,27.93,Balaenopteridae,Animalia,Pender-0040,19.0,1249344000000.0,individuals,Megaptera novaeangliae,,Megaptera,,Humpback whale,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775
118,2022.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,10321,['NO_DEPTH'],,False,1665532800000.0,,Theria,HumanObservation,35.5,,,23.47,Balaenopteridae,Animalia,338714,19.5,1665532800000.0,,Megaptera novaeangliae,,Megaptera,Coral Sea,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
119,2020.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,19881,['NO_DEPTH'],,False,1599264000000.0,,Theria,HumanObservation,36.97,,,25.9,Balaenopteridae,Animalia,355128,17.0,1599264000000.0,,Megaptera novaeangliae,,Megaptera,South Atlantic Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
120,2024.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,6241,['NO_DEPTH'],,False,1705276800000.0,,Theria,HumanObservation,34.97,Male,,25.42,Balaenopteridae,Animalia,457455,91.0,1705276800000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
121,2024.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,1039,['NO_DEPTH'],,False,1704585600000.0,,Theria,HumanObservation,,,,,Balaenopteridae,Animalia,427550,17.0,1704585600000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
122,2024.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,5740,['NO_DEPTH'],,False,1728691200000.0,,Theria,HumanObservation,33.45,,,17.32,Balaenopteridae,Animalia,500176,510.0,1728691200000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
123,2022.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,5176,['NO_DEPTH'],,False,1642377600000.0,,Theria,HumanObservation,35.01,,,25.31,Balaenopteridae,Animalia,271018,73.0,1642377600000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
124,2015.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,10941,['NO_DEPTH'],,False,1445472000000.0,,Theria,HumanObservation,25.03,,,9.33,Balaenopteridae,Animalia,3169,121.0,1445472000000.0,,Megaptera novaeangliae,,Megaptera,The Coastal Waters of Southeast Alaska and British Columbia,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
125,2014.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,2809,['NO_DEPTH'],,False,1415750400000.0,,Theria,HumanObservation,33.42,,,17.54,Balaenopteridae,Animalia,33908,45.0,1415750400000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
126,2024.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,5072,['NO_DEPTH'],,False,1715040000000.0,,Theria,HumanObservation,32.86,,,12.78,Balaenopteridae,Animalia,453802,260.0,1715040000000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
127,2023.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,4626,['NO_DEPTH'],,False,1689638400000.0,,Theria,HumanObservation,35.42,,,23.35,Balaenopteridae,Animalia,372206,34.0,1689638400000.0,,Megaptera novaeangliae,,Megaptera,Coral Sea,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
128,1960.0,,Mammalia,Megaptera novaeangliae,0.0,,10937,[],0.0,False,-295920000000.0,0.0,Theria,HumanObservation,35.17,Female,1,23.53,Balaenopteridae,Animalia,137079,73.0,-295920000000.0,individual,Megaptera novaeangliae,,Megaptera,,Humpback,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775
129,2022.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,308,['NO_DEPTH'],,False,1657756800000.0,,Theria,HumanObservation,31.47,,,7.65,Balaenopteridae,Animalia,309117,42.0,1657756800000.0,,Megaptera novaeangliae,,Megaptera,Gulf of Alaska,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
130,2024.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,2251,['NO_DEPTH'],,False,1709424000000.0,,Theria,HumanObservation,33.96,,,25.06,Balaenopteridae,Animalia,443993,95.0,1709424000000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
131,2024.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,1548,['NO_DEPTH'],,False,1708128000000.0,,Theria,HumanObservation,,,,,Balaenopteridae,Animalia,440598,22.0,1708128000000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
132,2025.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,1099,['NO_DEPTH'],,False,1735689600000.0,,Theria,HumanObservation,33.91,,,-0.55,Balaenopteridae,Animalia,518889,93.0,1735689600000.0,,Megaptera novaeangliae,,Megaptera,Southern Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
133,2006.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,593,['NO_DEPTH'],,False,1144454400000.0,,Theria,HumanObservation,34.32,Female,,26.15,Balaenopteridae,Animalia,232142,1.0,1144454400000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
134,2020.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,5315,['NO_DEPTH'],,False,1599436800000.0,,Theria,HumanObservation,34.78,,,25.35,Balaenopteridae,Animalia,377154,17.0,1599436800000.0,,Megaptera novaeangliae,,Megaptera,Indian Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
135,2020.0,,Mammalia,Megaptera novaeangliae,20.0,,15789,[],20.0,False,1602720000000.0,20.0,Theria,MachineObservation,32.87,,,12.78,Balaenopteridae,Animalia,siteMB01_station06_humpback_whale_2020-10-15,203.0,1602720000000.0,,Megaptera novaeangliae,,Megaptera,,humpback whale,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147
136,2023.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,1279,['NO_DEPTH'],,False,1693526400000.0,,Theria,HumanObservation,32.85,,,12.77,Balaenopteridae,Animalia,385571,88.0,1693526400000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
137,2022.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,16887,['NO_DEPTH'],,False,1651449600000.0,,Theria,HumanObservation,32.87,,,12.78,Balaenopteridae,Animalia,356856,670.0,1651449600000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
138,2010.0,,Mammalia,Megaptera novaeangliae,,,759895,['NO_DEPTH'],,False,1289260800000.0,,Theria,MachineObservation,35.04,M,,14.05,Balaenopteridae,Animalia,98114_JIP2010:deployment:0790932,4862.0,1289260800000.0,,Megaptera novaeangliae,,Megaptera,,Humpback whale,dc6c6ea2-83f5-4b18-985a-9efff6320d69,Antarctic OBIS,4.365477,50.82524
139,2022.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,3800,['NO_DEPTH'],,False,1645574400000.0,,Theria,HumanObservation,34.99,,,25.38,Balaenopteridae,Animalia,291222,50.0,1645574400000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
140,2005.0,,Mammalia,Megaptera novaeangliae,,Happywhale.com,1717,['NO_DEPTH'],,False,1104883200000.0,,Theria,HumanObservation,33.2,,,27.18,Balaenopteridae,Animalia,336219,176.0,1104883200000.0,,Megaptera novaeangliae,,Megaptera,North Pacific Ocean,Humpback whale,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066
